data_year,pub_agency_name,pub_agency_unit,state_abbr,division_name,region_name,agency_type_name,population_group_desc,county_name,time_0001_0200_cnt,time_0201_0400_cnt,time_0401_0600_cnt,time_0601_0800_cnt,time_0801_1000_cnt,time_1001_1200_cnt,time_1201_1400_cnt,time_1401_1600_cnt,time_1601_1800_cnt,time_1801_2000_cnt,time_2001_2200_cnt,time_2201_0000_cnt,firearm_injury_cnt,firearm_no_injury_cnt,knife_injury_cnt,knife_no_injury_cnt,hands_fists_feet_injury_cnt,hands_fists_feet_no_injury_cnt,other_injury_cnt,other_no_injury_cnt,leoka_felony_killed,leoka_accident_killed
2010,Soldotna,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",KENAI PENINSULA,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,12,0,0,"",""
2010,Anchorage,,AK,Pacific,West,City,"Cities from 250,000 thru 499,999",ANCHORAGE,348,600,312,24,84,72,96,108,180,360,204,300,24,132,0,24,252,1908,0,348,"",""
2010,Dillingham,,AK,Pacific,West,City,"Cities under 2,500",DILLINGHAM,4,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,12,0,0,"",""
2010,Alaska State Troopers,,AK,Pacific,West,State Police,"Non-MSA counties 100,000 or over","NOT SPECIFIED, UNMAPPED COUNTY",18,27,9,0,0,0,18,0,18,0,18,126,0,81,0,0,9,117,9,18,"",""
2010,North Slope Borough,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",NORTH SLOPE,4,4,8,0,0,0,4,0,0,0,0,0,0,0,0,4,12,4,0,0,"",""
2010,Kotzebue,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",NORTHWEST ARCTIC,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,4,16,0,0,"",""
2010,Unalaska,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",ALEUTIANS WEST,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"",""
2010,Fairbanks International Airport,,AK,Pacific,West,Other,"Cities under 2,500",NOT SPECIFIED,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",""
2010,Ketchikan,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",KETCHIKAN GATEWAY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"",""
2010,Fairbanks,,AK,Pacific,West,City,"Cities from 25,000 thru 49,999",FAIRBANKS NORTH STAR,4,0,0,0,0,0,8,4,4,0,0,0,0,4,0,0,8,4,4,0,"",""
2010,Petersburg,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",PETERSBURG,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,"",""
2010,Juneau,,AK,Pacific,West,City,"Cities from 25,000 thru 49,999",JUNEAU,210,80,40,70,50,40,30,40,50,40,80,170,0,0,0,10,110,780,0,0,"",""
2010,Sitka,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",SITKA,20,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,10,15,0,5,"",""
2010,Kodiak,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",KODIAK ISLAND,4,0,0,8,0,0,0,4,0,4,0,4,0,12,0,4,8,0,0,0,"",""
2010,Homer,,AK,Pacific,West,City,"Cities from 2,500 thru 9,999",KENAI PENINSULA,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,"",""
2010,Montevallo,,AL,East South Central,South,City,"Cities from 2,500 thru 9,999",SHELBY,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"",""
2010,Fairfield,,AL,East South Central,South,City,"Cities from 10,000 thru 24,999",JEFFERSON,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,"",""
2010,Chilton,,AL,East South Central,South,County,"MSA counties from 25,000 thru 99,999",CHILTON,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"",""
2010,Dale,,AL,East South Central,South,County,"Non-MSA counties from 10,000 thru 24,999",DALE,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,6,0,3,0,"",""
2010,Coosa,,AL,East South Central,South,County,"Non-MSA counties under 10,000",COOSA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",""
2010,Selma,,AL,East South Central,South,City,"Cities from 10,000 thru 24,999",DALLAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"",""
2010,Auburn,,AL,East South Central,South,City,"Cities from 50,000 thru 99,999",LEE,4,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,4,12,0,"",""
2010,Houston,,AL,East South Central,South,County,"MSA counties from 25,000 thru 99,999",HOUSTON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"",""
2010,Chickasaw,,AL,East South Central,South,City,"Cities from 2,500 thru 9,999",MOBILE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"",""
2010,Lipscomb,,AL,East South Central,South,City,"Cities under 2,500",JEFFERSON,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",""
2010,Tuskegee,,AL,East South Central,South,City,"Cities from 2,500 thru 9,999",MACON,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,"",""
2010,Montgomery,,AL,East South Central,South,County,"MSA counties from 10,000 thru 24,999",MONTGOMERY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"",""
2010,Mobile,,AL,East South Central,South,County,"MSA counties 100,000 or over",MOBILE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",""
2010,Dadeville,,AL,East South Central,South,City,"Cities from 2,500 thru 9,999",TALLAPOOSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",""
2010,Marion,,AL,East South Central,South,County,"Non-MSA counties from 10,000 thru 24,999",MARION,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"",""
